7.063609467	0.002557544
7.418639053	0.002557544
7.707100592	0
7.818047337	0.028132983
7.906804734	0.074168772
7.973372781	0.132992281
8.017751479	0.312020353
8.062130178	0.491048424
8.106508876	0.659846319
8.150887574	0.815856496
8.195266272	0.938618602
8.217455621	0.974424216
8.26183432	0.93094597
8.394970414	0.96419404
8.439349112	0.979539304
8.550295858	0.974424216
8.705621302	0.946291233
8.816568047	0.951406321
8.99408284	0.925830882
9.23816568	0.920715795
9.304733728	0.910485619
9.371301775	0.941176146
9.460059172	0.97698176
9.526627219	0.999999655
9.615384615	0.961636497
9.659763314	0.933503514
9.726331361	0.910485619
9.837278107	0.933503514
9.948224852	0.946291233
10.1035503	0.959078953
10.30325444	0.984654391
10.45857988	0.96419404
10.48076923	0.961636497
10.81360947	0.992327023
10.94674556	0.959078953
11.12426036	0.895140356
11.2795858	0.861892286
11.54585799	0.861892286
11.67899408	0.792838601
11.90088757	0.675191583
11.94526627	0.578004916
12.14497041	0.416879651
12.25591716	0.150895089
12.4112426	0.066496141
12.5887574	0.015345263
